gid,clave_de_centro_de_trabajo,nombre_de_centro_de_trabajo,latitud,longitud,tipo_de_vialidad,nombre_de_calle,numero_exterior,numero_interior,nombre_del_proveedor_mc,tipo_de_conectividad,estatus
27607,09DES0211L,ANTONIO CASTRO LEAL,19.347291,-99.299828,AVENIDA,16 DE SEPTIEMBRE,51,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
26991,09DPR1819L,KALPILLI,19.360525,-99.297018,CALLE,LICENCIADO CASTILLO LEDÓN,121,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
26499,09DPR3202E,VINI CUBI,19.347596,-99.301966,AVENIDA,16 DE SEPTIEMBRE,51,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
26304,09DPR1796R,RAMON MANTEROLA,19.357132,-99.298343,AVENIDA,JUÁREZ,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
22558,-,BIBLIOTECA PÚBLICA PALO ALTO,19.385628,-99.250314,CALLE,PROFESOR RODOLFO ESCAMILLA,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
22557,-,BIBLIOTECA PÚBLICA C. D. C. JOSÉ MARÍA MORELOS Y P,19.3453339,-99.2766193,CALLE,ÉBANO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
22540,-,BIBLIOTECA CENTRAL DELEGACIONAL DOLORES CASTARRICA,19.356969,-99.299272,AVENIDA,JUÁREZ,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
22520,-,BIBLIOTECA PÚBLICA SANTA LUCÍA,19.35735,-99.299792,CALLE,CORREGIDORA,5,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
111161,09DES0280H,MAX SHEIN,19.320709,-99.116877,CALLE,ROSA ZARAGOZA Y R M SIQUEIROS UNIDAD HABITACIONAL C T M,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,EN PROCESO DE INSTALACIÓN
111160,09DES0208Y,SALVADOR DIAZ MIRON,19.314038,-99.116059,CALLE,ALIANZA POP REV UNID FOVISSSTE UNIDAD HABITACIONAL ALIANZA POPULAR,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
111089,09NDI0508W,ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL NÚMERO 26,19.307504,-99.186344,CALLE,INSURGENTES SUR,3700,SIN NÚMERO,TOTAL PLAY,TERRESTRE,IMPLEMENTADO
111087,09DJN0651Z,MARÍA CURIE,19.332585,-99.177067,CALLE,LEOPOLDO SALAZAR,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100261,09NDI0517D,ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL NÚMERO 98,19.311944,-99.118864,CALLE,CALZ DE LAS BOMBAS Y MIRAMONTES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100258,09NDI0516E,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL MARISOL,19.308907,-99.142822,CALLE,JUAREZ Y ALLENDE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100256,09DDI0028H,CENTRO DE DESARROLLO INFANTIL SEP NÚMERO 28 BERTHA VON GLUMER,19.304933,-99.185571,AVENIDA,DEL IMAN,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100252,09DJN0029C,ELISA HERNANDEZ RODRIGUEZ,19.31434822,-99.11941528,AVENIDA,CENTRAL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100250,09DJN0976E,RAFAEL DONDE,19.30532837,-99.16850281,AVENIDA,MEXICO 1968,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100249,09NDI0197J,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL ANA MARÍA HERNANDEZ,19.345482,-99.158043,CALLE,PACIFICO 181 BARRIO LA CONCHITA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100248,09NDI0194M,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL LAS NIEVES,19.316136,-99.151463,CALLE,SANTO TOMAS Y SAN CASTULO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100247,09NDI0186D,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL PESCADITOS,19.311624,-99.150358,CALLE,SAN RAUL Y SAN CASTULO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100244,09DJN0912U,COLHUACAN,19.33580208,-99.12423706,CALLE,SAN PEDRO XALPA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100243,09DBN0118N,PROFESOR CANDIDO JARAMILLO GONZÁLEZ,19.337635,-99.123619,AVENIDA,TAXQUEAÑA,1811,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100239,09NDI0340G,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL AQUILES SERDAN,19.339497,-99.116738,CALLE,CALZ TAXQUENA Y 16 DE SEPTIEMBRE,7,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100238,09NDI0188B,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL SN FCO CULHUACAN,19.336868,-99.122995,CALLE,ESC. NAVAL MILITAR,51,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100237,09DJN0692Z,ALICIA LOPEZ AMADOR,19.3372612,-99.15335846,CALLE,PLAZUELA DE LOS REYES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100236,09NDI0466N,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL LOS REYES,19.336742,-99.153629,CALLE,PLAZUELA DE LOS REYES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100235,09DJN0097Z,REPÚBLICA DE NICARAGUA,19.31847954,-99.14038849,CALLE,CALIZ,7,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100234,09NDI0081J,ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL NÚMERO 153,19.319138,-99.13881,CALZADA,DE TLALPAN 2775,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100233,09DJN0434K,VICENTE SUAREZ,19.35534859,-99.12375641,CALLE,LEO,79,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100232,09NDI0184F,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL PRADOS CHURUBUSCO,19.353671,-99.125819,CALLE,ORION PEGASO Y OSA MENOR,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100230,09DJN0316W,ADOLFO RUIZ CORTINES,19.31969833,-99.16963196,CALLE,TEJAMANIL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100229,09NDI0196K,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL SANTO DOMINGO,19.325403,-99.163392,CALLE,IZOTE ESQ. CANACUATE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100228,09DPR1971G,ESPERANZA LOPEZ MATEOS,19.31229973,-99.14858246,CALLE,SAN LEON,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100227,09DJN0021K,CARLOS A. CARRILLO,19.30755615,-99.15478516,AVENIDA,SAN JORGE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100226,09NDI0498F,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL CENTRO DE TRAB SANTA URSULA COAPA,19.311044,-99.157516,AVENIDA,Y SAN PABLO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100225,09NDI0182H,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL CHURUBUSCO,19.349429,-99.14714,CALLE,MARTIRES IRLANDESES Y PAZ M. OCA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100224,09DJN0556V,ESTATUTO JURÍDICO,19.33401,-99.144975,AVENIDA,JACARANDAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100223,09NDI0189A,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL XOTEPINGO,19.337871,-99.144482,AVENIDA,DE LAS ROSAS Y NOCHEBUENA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100222,09NDI0193N,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL CARMEN SERDAN,19.321423,-99.108362,CALLE,CALZ DE LA VIRGEN,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100221,09NDI0181I,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL COYOACAN,19.35,-99.161667,CALLE,ALLENDE Y XICOTENCATL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100220,09NDI0523O,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL LA CANDELARIA,19.330897,-99.148453,CALLE,PANTEON,5,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100219,09DJN0103U,IRLANDA,19.3440094,-99.13259125,CALLE,CERRO BOLUDO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100218,09DJN0555W,BENJAMIN LEÓN,19.32704353,-99.13573456,CALLE,DEL PARQUE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100216,09DJN0650Z,DOLORES CARBAJAL DE GORTARI,19.34135437,-99.14645386,CALLE,JARDIN,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100215,09DPR2256B,REPÚBLICA DE SUAZILANDIA,19.31410789,-99.16161346,CALLE,CORAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100214,09DPR0857H,MAESTRA GABRIELA MISTRAL,19.313369,-99.161765,CALLE,SAN HERMILO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100213,09DJN0862C,FRANCISCO INDALECIO MADERO,19.32289886,-99.1578598,CALLE,MIXTECAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100212,09DES4130B,GUADALUPE CENICEROS DE ZAVALETA,19.32041359,-99.15981293,CALLE,MIXTECAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100211,09DTV0033E,PROFESOR GUILLERMO SOLIS VELARDE,19.32289886,-99.1578598,CALLE,MIXTECAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100210,09NDI0201F,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL AJUSCO MOCTEZUMA,19.312933,-99.162698,CALLE,NETZAHUALPILLI Y CORAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100209,09NDI0180J,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL AJUSCO MONSERRAT,19.324295,-99.157451,CALLE,TOTONACAS ESQ IZTLIXOCHITL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100208,09DJN0023I,COYO-HUA-CAN,19.319764,-99.160391,CALLE,MIXTECAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100207,09DJN0906J,SIGMUND FREUD,19.321214,-99.14743,CALLE,CALMECAC,15,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100206,09DJN0344S,GENERAL MANUEL GONZÁLEZ ORTEGA,19.321409,-99.146691,CALLE,PEHUAME,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100205,09DST0084Y,ESCUELA SECUNDARIA TÉCNICA 84,19.31035995,-99.10959625,CALLE,ESTACIONAMIENTO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100203,09DJN1346X,TOHUI,19.33038712,-99.16425323,CALLE,AHUEJOTE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100202,09DJN0481V,FAMILIA JUÁREZ MAZA,19.33142853,-99.17121124,AVENIDA,ANACAHUITA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100201,09DJN1126L,JOSEFA DURAN,19.331854,-99.172628,CALLE,TEPEYAUCLE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86482,09DPR0123Y,PROFESOR RAMÓN DURANT,19.315691,-99.169974,CALLE,PEDREGAL DE SANTO DOMINGO CDA.TIZARR NO.,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86455,09DML0116X,CENTRO DE ATENCION MULTIPLE NO. 36,19.325261,-99.159544,CALLE,ZAPOTECAS MANZANA 77 COLONIA AJUSCO NO.,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86437,09DML0033O,CENTRO DE ATENCION MULTIPLE NO. 31,19.317594,-99.105604,CALLE,MANUELA MEDINA Y EST. DOLORES GUERRERO SECC. 8 COLONIA UNIDAD OBRERO HABITACIONAL CTM CULHUACAN VIII A NO.,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86397,09DES0150O,ÁNGEL SALAS BONILLA,19.332758,-99.133879,CALLE,MARCOS H PULIDO COLONIA AVANTE NO.,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86393,09DES0130A,GUADALUPE CENICEROS DE ZAVALETA,19.320582,-99.159691,CALLE,REY MECONETZIN ESQ MIXTECAS COLONIA AJUSCO NO.,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
86392,09DES0127N,RAMÓN LÓPEZ VELARDE,19.355389,-99.125183,CALLE,PERSEO Y OSA MAYOR COLONIA PRADO CHURUBUSCO NO.,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,IMPLEMENTADO
86358,09FMB0015Q,RAMIRO REYES ESPARZA,19.341171,-99.163876,PROLONGACIÓN,ATRIO DE SAN FRANCISCO COLONIA CUADRANTE DE SAN FRANCISCO NO. 78,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,IMPLEMENTADO
86357,09DPR1188O,ING. VITO ALESSIO ROBLES,19.354474,-99.123694,AVENIDA,HIDALGO COLONIA SANTA BARBARA NO. 142,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86339,-,EL HUESO VERGEL,19.3072222,-99.1361111,CALZADA,DEL HUESO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86167,-,CENTRO DE DESARROLLO COMUNITARIO DIF XLIX LEGISLATURA,19.350214,-99.162146,CALLE,RUFINA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86161,09NDI0404A,CADI DIF VICENTE GUERRERO,19.358492,-99.055221,CALLE,ANILLO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,IMPLEMENTADO
86143,09DST0093F,ESCUELA SECUNDARIA TÉCNICA 93,19.350214,-99.162146,CALLE,TAITZA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86093,09DPR4217N,PROFR. JESUS SILVA HERZOG,19.324971,-99.11183,CALLE,REMEDIOS VALLE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86062,09DPR3246B,PROFESORASUSANA ORTÍZ SILVA,19.325306,-99.11563,CALLE,18,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86058,09DPR3231Z,ALFONSO SIERRA PARTIDA,19.331766,-99.172616,CALLE,TEPEYAHUCLE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86045,09DPR3168O,PROFESOR RUBÉN MOREIRA COBOS,19.350214,-99.162146,CALLE,2,149,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86035,09DPR3089B,TLAMACHTILCALLI,19.320228,-99.159994,AVENIDA,MIXTECAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86016,09DPR2959S,PROFR. PABLO DE LA LLAVE,19.336814,-99.124098,CALLE,SAN PEDRO XALPA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85986,09DPR2834K,PROFR. ALFREDO BASURTO GARCIA,19.312083,-99.158368,CALLE,SAN HERMILO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,IMPLEMENTADO
85968,09DPR2729Z,PROFR. SAMUEL DELGADO I. MOYA,19.329665,-99.162964,AVENIDA,PAPALOTL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
85962,09DPR2696Z,MELCHOR OCAMPO,19.350081,-99.157916,CALLE,FERNÁNDEZ LEAL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85961,09DPR2695Z,NETZAHUALCÓYOTL,19.325483,-99.159348,CALLE,ZAPOTECAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85939,09DPR2564H,PANAMERICANA,19.309661,-99.170088,AVENIDA,PANAMERICANA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85938,09DPR2546S,MTRA. GABRIELA MISTRAL,19.313369,-99.161765,CALLE,SAN HERMILO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85926,09DPR2467F,DOCTOR ÁNGEL MARÍA GARIBAY,19.316946,-99.170519,CERRADA,DE TEPECIN,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85889,09DPR2280B,REPUBLICA ITALIANA,19.343728,-99.131401,CALLE,CERRO GORDO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85862,09DPR1994R,ESPARTACO,19.317745,-99.134994,CALLE,8,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
76273,-,CENTRO NACIONAL DE PREVENCIÓN DE DESASTRES (CENAPRED),19.314835,-99.174751,AVENIDA,SUR DE LOS METROS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
71340,DFIMS000155,UNIDAD DE MEDICINA FAMILIAR 46 SORIANO,19.3282,-99.1525,CALZADA,TLALPAN,2665,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71334,DFIMS000633,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,19.350214,-99.162146,CALLE,TLAXCALA,159,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71065,DFSSA000350,HOSPITAL PEDIÁTRICO COYOACÁN,19.3433,-99.1691,CALLE,MOCTEZUMA,18,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
71046,-,INSTITUTO NACIONAL DE ECOLOGÍA Y CAMBIO CLIMÁTICO,19.303636,-99.1819872,PERIFÉRICO,SUR,5000,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
71033,-,SEMAR,19.32094,-99.1864,EJE VIAL,2 ORIENTE,861,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
63920,09DJN0342U,AMELIA ARELLANO,19.310276,-99.125796,CALLE,RANCHO MIRADORES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63919,09DPR0138Z,PROFR. FERNANDO BROM ROJAS,19.317276,-99.123784,ANDADOR,1,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63918,09DJN0351B,PIPILCALLI,19.317757,-99.135478,CALLE,8,78,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63916,09DJN0099Y,WALT DISNEY,19.332552,-99.135088,CALLE,SÚPER MANZANA 3 21,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63915,09DPR4226V,ENRIQUE AGUILAR GONZALEZ,19.305468,-99.168534,AVENIDA,MÉXICO 68,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63914,09DST0067H,ESCUELA SECUNDARIA TECNICA 67,19.307295,-99.155961,CALLE,SAN ALEJANDRO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63913,09DPR2970O,PROFR. LIBRADO RIVERA,19.306816,-99.156135,CALLE,SAN EMETERIO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63912,09DJN0663D,SUIZA,19.311894,-99.142805,CALLE,ESFUERZO,36,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63911,09DJN0374M,JOSE MARIA DIAZ ORDAZ,19.313344,-99.15012,CALLE,SAN RAÚL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63910,09DJN0499U,ANAHUACALLI,19.318135,-99.158064,CALLE,MILT,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63909,09DPR1945I,IDEARIO DE JUAREZ,19.317919,-99.157003,CALLE,IZQUITENCAL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63908,09DJN0405P,FRANCISCO INDALECIO MADERO,19.322966,-99.157723,CALLE,MIXTECAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63907,09DJN0106R,HERMELINDA BERMUDEZ SEYSSEL,19.309516,-99.170394,AVENIDA,PANAMÉRICANA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63906,09DJN1103A,PROFR. JESUS CASTRO AGUNDEZ,19.310199,-99.170325,AVENIDA,IMÁN,580,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63905,09DJN0419S,PILTZINTECUTLI,19.310014,-99.169654,AVENIDA,PANAMÉRICANA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63904,09DTV0075D,TELESECUNDARIA 75,19.317477,-99.163697,CALLE,TONACAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63903,09DJN0221I,ADOLFO RUIZ CORTINES,19.319472,-99.169702,CALLE,TEJAMANIL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63902,09DPR0142M,PROFRA. MARIA EPIGMENIA ARRIAGA SALGADO,19.310691,-99.104286,CALLE,SEGUNDO DE ROSARIO CASTELLANOS,SIN NÚMERO,SIN NÚMERO,TELMEX,TERRESTRE,OPERACIÓN
63900,09DJN0022J,EMILIANO NEGRETE LÓPEZ,19.317511,-99.110909,CALLE,EMILIANO ZAPATA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63899,09DJN0863B,LUZ GARCIA DE CAMPILLO,19.316652,-99.106327,CALLE,ESTACIONAMIENTO MANUELA MEDINA,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
63898,09DJN0910W,GREGORIO TORRES QUINTERO,19.319173,-99.107391,CALLE,GENERALA ANTONIA NAVA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63897,09DJN0494Z,PAQUILIZCALLI,19.321287,-99.112625,AVENIDA,DE LOS DIOSES AZTECAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63896,09DPR0128T,PROFESOR AVELINO BOLAÑOS PALACIOS,19.321537,-99.115529,CALLE,PRIMERA DE ROSA ZARAGOZA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63895,09DES0228L,EDMUNDO O' GORMAN,19.32725,-99.116905,CALLE,MERCEDES ÁBREGO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63894,09DJN0614V,LEOPOLDO MÉNDEZ,19.330952,-99.115667,CALLE,CAHITAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
63893,09DJN0507M,ESTHER HUIDOBRO DE AZUA,19.32248,-99.152943,CALLE,NAYARITAS,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63892,09DJN0517T,DAVID VILCHIS,19.328961,-99.142399,AVENIDA,DIVISIÓN DEL NORTE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63891,09DJN0409L,SIGMUND FREUD,19.321214,-99.14743,CALLE,CALMÉCAC,15,49,AXTEL,TERRESTRE,OPERACIÓN
63890,09DJN0098Z,BALBINA NAPOLES ACOSTA,19.337124,-99.14135,NINGUNO,NINGUNO,803,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
63889,09DDI0008U,CENTRO DE DESARROLLO INFANTIL SEP NÚMERO 08 LUIS G. URBINA,19.337233,-99.141171,CALLE,801,18,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
63888,09DDI0029G,CENTRO DE DESARROLLO INFANTIL SEP NÚMERO 29 LICENCIADO JUSTO SIERRA MENDEZ,19.325843,-99.13504,AVENIDA,DEL PARQUE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63887,09DJN0486Q,NARCISO MENDOZA,19.336409,-99.134097,CALLE,B,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63886,09DJN0185U,TLAHUIZCALLI,19.337319,-99.153357,CALLE,PLAZUELA DE LOS REYES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63885,09DML0114Z,CENTRO DE ATENCION MULTIPLE NO. 27,19.336101,-99.147146,AVENIDA,DIVISIÓN DEL NORTE,3226,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
